design_id,raw_score
design_567.1,1.5494446198565928
design_478.1,1.4559982656779127
design_379.1,1.009985961177231
design_812.1,0.9912909901204177
design_928.1,0.9600287029993252
design_14.1,0.9139357256538013
design_824.1,0.9118215545830206
design_95.1,0.8931832749761047
design_237.1,0.8341920987863651
design_575.1,0.790414290065484
design_832.1,0.6443048751594779
design_268.1,0.6326558984812171
design_226.1,0.5686567618256121
design_543.1,0.5677990688912637
design_813.1,0.5400917158434413
design_804.1,0.5222218599446767
design_597.1,0.5122799991320955
design_235.1,0.5039430633903014
design_293.1,0.5036134559931191
design_113.1,0.4963623559108351
design_831.1,0.48930242766496646
design_82.1,0.4799173756238852
design_520.1,0.4673788799975694
design_66.1,0.46251677239242667
design_380.1,0.4531337230885758
design_277.1,0.4504239133615256
design_146.1,0.44769695831157225
design_176.1,0.4425943879736491
design_55.1,0.44159578032645425
design_342.1,0.4402164366466527
design_694.1,0.43704345593699834
design_908.1,0.4363475265470638
design_415.1,0.4239744150197464
design_891.1,0.42334689609346776
design_514.1,0.4218471273176688
design_216.1,0.42175229096183864
design_236.1,0.4091109973953275
design_886.1,0.40573125419432293
design_409.1,0.4047280952312723
design_554.1,0.39346606679554746
design_283.1,0.3929764974319345
design_100.1,0.38469952908066224
design_63.1,0.38368235324100125
design_977.1,0.37831088689161746
design_723.1,0.36907897966842357
design_323.1,0.36906604438578483
design_517.1,0.3663772271904068
design_444.1,0.3645531385234977
design_801.1,0.35481785976589464
design_574.1,0.3539782312340082
design_513.1,0.348421090058987
design_265.1,0.3481274059697714
design_603.1,0.3476158112239819
design_256.1,0.34619660235303906
design_864.1,0.3447515375511655
design_138.1,0.33843790042214117
design_683.1,0.33528453277109777
design_782.1,0.32675338818207095
design_321.1,0.3239057930624188
design_40.1,0.32229876042269745
design_996.1,0.3175448413883338
design_874.1,0.3142521423730977
design_250.1,0.31313633754504183
design_240.1,0.3109311346511242
design_738.1,0.31020568366578477
design_366.1,0.30825249049824327
design_878.1,0.3074597169091043
design_657.1,0.30625264287538007
design_124.1,0.3059411881748524
design_404.1,0.30528544741403296
design_259.1,0.30250689940416253
design_408.1,0.3022059303226414
design_365.1,0.3014513812629536
design_276.1,0.2985502251062647
design_950.1,0.29691400220029246
design_992.1,0.29345649294651116
design_821.1,0.2933687327508775
design_388.1,0.29336429093430766
design_189.1,0.29279876164958313
design_483.1,0.29274630275158325
design_606.1,0.29147771290296565
design_536.1,0.28761508313821227
design_609.1,0.28655368172190243
design_719.1,0.2792081694949091
design_317.1,0.27896705700190255
design_170.1,0.27895875767133427
design_239.1,0.2778433912683749
design_674.1,0.2771587016746162
design_632.1,0.27675347591145266
design_150.1,0.2760686060801576
design_927.1,0.273510880015056
design_38.1,0.2724069024332504
design_92.1,0.2699601502875123
design_137.1,0.2697142758793865
design_627.1,0.2672442609959099
design_24.1,0.26295683562834743
design_459.1,0.2625390171011758
design_854.1,0.2622663840481633
design_177.1,0.2616729749742951
design_594.1,0.2611415691470699
